"database","table","column","type","default_kind","default_expression"
"business","ztna_user_log_local","vendor","LowCardinality(String)","",""
"business","ztna_user_log_local","virtualIp","Nullable(String)","",""
"business","ztna_user_log_local","xUserDomain","LowCardinality(Nullable(String))","",""
"business","ztna_user_log_local","xUserGroup","LowCardinality(Nullable(String))","",""
"business","ztna_user_log_local","xUserGroupId","LowCardinality(Nullable(String))","",""
"business","ztna_user_log_local","xUserId","Nullable(String)","",""
"business","ztna_user_log_local","xUserName","Nullable(String)","",""
"business","ztna_user_log_local","xUserProofId","Nullable(String)","",""
"business","ztna_user_log_local","xUserRoles","Array(String)","DEFAULT","[]"
"business","ztna_user_log_local","xUserSource","LowCardinality(Nullable(String))","",""
"business","ztna_user_log_local","xUserTags","Array(String)","DEFAULT","[]"
"business","ztna_user_security_log","action","LowCardinality(String)","",""
"business","ztna_user_security_log","actorUserDisplayName","Nullable(String)","",""
"business","ztna_user_security_log","actorUserDomain","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log","actorUserEmail","Nullable(String)","",""
"business","ztna_user_security_log","actorUserGroup","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log","actorUserGroupId","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log","actorUserId","Nullable(String)","",""
"business","ztna_user_security_log","actorUserName","Nullable(String)","",""
"business","ztna_user_security_log","actorUserPhone","Nullable(String)","",""
"business","ztna_user_security_log","actorUserPosition","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log","actorUserRoles","Array(String)","DEFAULT","[]"
"business","ztna_user_security_log","actorUserTags","Array(String)","DEFAULT","[]"
"business","ztna_user_security_log","attTactic","Array(String)","DEFAULT","[]"
"business","ztna_user_security_log","attTechnique","Array(String)","DEFAULT","[]"
"business","ztna_user_security_log","browser","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log","browserVersion","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log","clientType","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log","clientVersion","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log","cloudTs","Nullable(Int64)","",""
"business","ztna_user_security_log","d3Tactic","Nullable(String)","",""
"business","ztna_user_security_log","d3Technique","Nullable(String)","",""
"business","ztna_user_security_log","devUId","Nullable(Int32)","",""
"business","ztna_user_security_log","deviceId","LowCardinality(String)","",""
"business","ztna_user_security_log","deviceIp","LowCardinality(String)","",""
"business","ztna_user_security_log","dvcEdrAgentId","Nullable(String)","",""
"business","ztna_user_security_log","dvcExternalId","Nullable(String)","",""
"business","ztna_user_security_log","dvcHostname","Nullable(String)","",""
"business","ztna_user_security_log","dvcId","Nullable(String)","",""
"business","ztna_user_security_log","dvcMacs","Nullable(String)","",""
"business","ztna_user_security_log","dvcOs","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log","dvcOsName","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log","dvcOsVersion","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log","dvcTags","Array(String)","DEFAULT","[]"
"business","ztna_user_security_log","engine","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log","eventCount","Nullable(Int32)","",""
"business","ztna_user_security_log","eventDetails","Nullable(String)","",""
"business","ztna_user_security_log","eventEndTime","Nullable(Int64)","",""
"business","ztna_user_security_log","eventMessage","Nullable(String)","",""
"business","ztna_user_security_log","eventReason","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log","eventResult","LowCardinality(String)","",""
"business","ztna_user_security_log","eventStartTime","Nullable(Int64)","",""
"business","ztna_user_security_log","eventSubType","LowCardinality(String)","",""
"business","ztna_user_security_log","eventTimestamp","Int64","",""
"business","ztna_user_security_log","eventType","LowCardinality(String)","",""
"business","ztna_user_security_log","httpUserAgent","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log","insertTimestamp","Int64","",""
"business","ztna_user_security_log","logSampled","Nullable(Int32)","",""
"business","ztna_user_security_log","logTraceInfo","Nullable(String)","",""
"business","ztna_user_security_log","loginCity","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log","loginCountry","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log","loginIp","Nullable(String)","",""
"business","ztna_user_security_log","loginIpTag","Nullable(Int32)","",""
"business","ztna_user_security_log","loginProvince","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log","manage","LowCardinality(String)","",""
"business","ztna_user_security_log","manageIp","LowCardinality(String)","",""
"business","ztna_user_security_log","originProductType","LowCardinality(String)","",""
"business","ztna_user_security_log","originProductVer","LowCardinality(String)","",""
"business","ztna_user_security_log","productType","LowCardinality(String)","",""
"business","ztna_user_security_log","productVer","LowCardinality(String)","",""
"business","ztna_user_security_log","rawMsg","String","",""
"business","ztna_user_security_log","recordTimestamp","Int64","",""
"business","ztna_user_security_log","riskLevel","Int32","",""
"business","ztna_user_security_log","ruleName","LowCardinality(String)","",""
"business","ztna_user_security_log","sessionId","Nullable(String)","",""
"business","ztna_user_security_log","srcAssetId","String","",""
"business","ztna_user_security_log","srcCity","LowCardinality(String)","",""
"business","ztna_user_security_log","srcCountry","LowCardinality(String)","",""
"business","ztna_user_security_log","srcIp","String","",""
"business","ztna_user_security_log","srcIpTag","Int32","",""
"business","ztna_user_security_log","srcIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(srcIp))"
"business","ztna_user_security_log","srcIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(srcIp))"
"business","ztna_user_security_log","srcMac","String","",""
"business","ztna_user_security_log","srcPort","Int32","",""
"business","ztna_user_security_log","srcProvince","LowCardinality(String)","",""
"business","ztna_user_security_log","srcRegionId","String","",""
"business","ztna_user_security_log","srcSubType","Int32","",""
"business","ztna_user_security_log","srcType","Int32","",""
"business","ztna_user_security_log","targetDetails","Nullable(String)","",""
"business","ztna_user_security_log","targetId","Nullable(String)","",""
"business","ztna_user_security_log","targetName","Nullable(String)","",""
"business","ztna_user_security_log","targetType","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log","tenant","LowCardinality(String)","",""
"business","ztna_user_security_log","traceId","Nullable(String)","",""
"business","ztna_user_security_log","uploadTimestamp","Int64","",""
"business","ztna_user_security_log","uuId","String","",""
"business","ztna_user_security_log","v","Int32","",""
"business","ztna_user_security_log","vendor","LowCardinality(String)","",""
"business","ztna_user_security_log","virtualIp","Nullable(String)","",""
"business","ztna_user_security_log","xUserDomain","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log","xUserGroup","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log","xUserGroupId","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log","xUserId","Nullable(String)","",""
"business","ztna_user_security_log","xUserName","Nullable(String)","",""
"business","ztna_user_security_log","xUserProofId","Nullable(String)","",""
"business","ztna_user_security_log","xUserRoles","Array(String)","DEFAULT","[]"
"business","ztna_user_security_log","xUserSource","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log","xUserTags","Array(String)","DEFAULT","[]"
"business","ztna_user_security_log_local","action","LowCardinality(String)","",""
"business","ztna_user_security_log_local","actorUserDisplayName","Nullable(String)","",""
"business","ztna_user_security_log_local","actorUserDomain","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log_local","actorUserEmail","Nullable(String)","",""
"business","ztna_user_security_log_local","actorUserGroup","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log_local","actorUserGroupId","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log_local","actorUserId","Nullable(String)","",""
"business","ztna_user_security_log_local","actorUserName","Nullable(String)","",""
"business","ztna_user_security_log_local","actorUserPhone","Nullable(String)","",""
"business","ztna_user_security_log_local","actorUserPosition","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log_local","actorUserRoles","Array(String)","DEFAULT","[]"
"business","ztna_user_security_log_local","actorUserTags","Array(String)","DEFAULT","[]"
"business","ztna_user_security_log_local","attTactic","Array(String)","DEFAULT","[]"
"business","ztna_user_security_log_local","attTechnique","Array(String)","DEFAULT","[]"
"business","ztna_user_security_log_local","browser","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log_local","browserVersion","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log_local","clientType","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log_local","clientVersion","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log_local","cloudTs","Nullable(Int64)","",""
"business","ztna_user_security_log_local","d3Tactic","Nullable(String)","",""
"business","ztna_user_security_log_local","d3Technique","Nullable(String)","",""
"business","ztna_user_security_log_local","devUId","Nullable(Int32)","",""
"business","ztna_user_security_log_local","deviceId","LowCardinality(String)","",""
"business","ztna_user_security_log_local","deviceIp","LowCardinality(String)","",""
"business","ztna_user_security_log_local","dvcEdrAgentId","Nullable(String)","",""
"business","ztna_user_security_log_local","dvcExternalId","Nullable(String)","",""
"business","ztna_user_security_log_local","dvcHostname","Nullable(String)","",""
"business","ztna_user_security_log_local","dvcId","Nullable(String)","",""
"business","ztna_user_security_log_local","dvcMacs","Nullable(String)","",""
"business","ztna_user_security_log_local","dvcOs","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log_local","dvcOsName","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log_local","dvcOsVersion","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log_local","dvcTags","Array(String)","DEFAULT","[]"
"business","ztna_user_security_log_local","engine","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log_local","eventCount","Nullable(Int32)","",""
"business","ztna_user_security_log_local","eventDetails","Nullable(String)","",""
"business","ztna_user_security_log_local","eventEndTime","Nullable(Int64)","",""
"business","ztna_user_security_log_local","eventMessage","Nullable(String)","",""
"business","ztna_user_security_log_local","eventReason","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log_local","eventResult","LowCardinality(String)","",""
"business","ztna_user_security_log_local","eventStartTime","Nullable(Int64)","",""
"business","ztna_user_security_log_local","eventSubType","LowCardinality(String)","",""
"business","ztna_user_security_log_local","eventTimestamp","Int64","",""
"business","ztna_user_security_log_local","eventType","LowCardinality(String)","",""
"business","ztna_user_security_log_local","httpUserAgent","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log_local","insertTimestamp","Int64","",""
"business","ztna_user_security_log_local","logSampled","Nullable(Int32)","",""
"business","ztna_user_security_log_local","logTraceInfo","Nullable(String)","",""
"business","ztna_user_security_log_local","loginCity","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log_local","loginCountry","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log_local","loginIp","Nullable(String)","",""
"business","ztna_user_security_log_local","loginIpTag","Nullable(Int32)","",""
"business","ztna_user_security_log_local","loginProvince","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log_local","manage","LowCardinality(String)","",""
"business","ztna_user_security_log_local","manageIp","LowCardinality(String)","",""
"business","ztna_user_security_log_local","originProductType","LowCardinality(String)","",""
"business","ztna_user_security_log_local","originProductVer","LowCardinality(String)","",""
"business","ztna_user_security_log_local","productType","LowCardinality(String)","",""
"business","ztna_user_security_log_local","productVer","LowCardinality(String)","",""
"business","ztna_user_security_log_local","rawMsg","String","",""
"business","ztna_user_security_log_local","recordTimestamp","Int64","",""
"business","ztna_user_security_log_local","riskLevel","Int32","",""
"business","ztna_user_security_log_local","ruleName","LowCardinality(String)","",""
"business","ztna_user_security_log_local","sessionId","Nullable(String)","",""
"business","ztna_user_security_log_local","srcAssetId","String","",""
"business","ztna_user_security_log_local","srcCity","LowCardinality(String)","",""
"business","ztna_user_security_log_local","srcCountry","LowCardinality(String)","",""
"business","ztna_user_security_log_local","srcIp","String","",""
"business","ztna_user_security_log_local","srcIpTag","Int32","",""
"business","ztna_user_security_log_local","srcIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(srcIp))"
"business","ztna_user_security_log_local","srcIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(srcIp))"
"business","ztna_user_security_log_local","srcMac","String","",""
"business","ztna_user_security_log_local","srcPort","Int32","",""
"business","ztna_user_security_log_local","srcProvince","LowCardinality(String)","",""
"business","ztna_user_security_log_local","srcRegionId","String","",""
"business","ztna_user_security_log_local","srcSubType","Int32","",""
"business","ztna_user_security_log_local","srcType","Int32","",""
"business","ztna_user_security_log_local","targetDetails","Nullable(String)","",""
"business","ztna_user_security_log_local","targetId","Nullable(String)","",""
"business","ztna_user_security_log_local","targetName","Nullable(String)","",""
"business","ztna_user_security_log_local","targetType","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log_local","tenant","LowCardinality(String)","",""
"business","ztna_user_security_log_local","traceId","Nullable(String)","",""
"business","ztna_user_security_log_local","uploadTimestamp","Int64","",""
"business","ztna_user_security_log_local","uuId","String","",""
"business","ztna_user_security_log_local","v","Int32","",""
"business","ztna_user_security_log_local","vendor","LowCardinality(String)","",""
"business","ztna_user_security_log_local","virtualIp","Nullable(String)","",""
"business","ztna_user_security_log_local","xUserDomain","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log_local","xUserGroup","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log_local","xUserGroupId","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log_local","xUserId","Nullable(String)","",""
"business","ztna_user_security_log_local","xUserName","Nullable(String)","",""
"business","ztna_user_security_log_local","xUserProofId","Nullable(String)","",""
"business","ztna_user_security_log_local","xUserRoles","Array(String)","DEFAULT","[]"
"business","ztna_user_security_log_local","xUserSource","LowCardinality(Nullable(String))","",""
"business","ztna_user_security_log_local","xUserTags","Array(String)","DEFAULT","[]"
"dspm","data_security_log","accountId","String","DEFAULT","''"
"dspm","data_security_log","accountName","String","DEFAULT","''"
"dspm","data_security_log","apiId","String","DEFAULT","''"
"dspm","data_security_log","apiName","String","DEFAULT","''"
"dspm","data_security_log","dbAffectRows","Int32","DEFAULT","0"
"dspm","data_security_log","dbDataSourceId","String","DEFAULT","''"
"dspm","data_security_log","dbDataSourceName","String","DEFAULT","''"
"dspm","data_security_log","dbExecStatus","Int32","DEFAULT","0"
"dspm","data_security_log","dbIds","Array(String)","DEFAULT","[]"
"dspm","data_security_log","dbNames","Array(String)","DEFAULT","[]"
"dspm","data_security_log","dbOprCmd","String","DEFAULT","''"
"dspm","data_security_log","dbOprSubType","String","DEFAULT","''"
"dspm","data_security_log","dbOprType","String","DEFAULT","''"
"dspm","data_security_log","dbRespDataValues","String","DEFAULT","''"
"dspm","data_security_log","dbTableIds","Array(String)","DEFAULT","[]"
"dspm","data_security_log","dbTableNames","Array(String)","DEFAULT","[]"
"dspm","data_security_log","dbType","String","DEFAULT","''"
"dspm","data_security_log","dspDetectObjectType","String","DEFAULT","''"
"dspm","data_security_log","dspProofKeyData","String","DEFAULT","''"
"dspm","data_security_log","dspReqDataClassifications","Array(String)","DEFAULT","[]"
"dspm","data_security_log","dspReqDataLabelIds","Array(String)","DEFAULT","[]"
"dspm","data_security_log","dspReqDataValues","String","DEFAULT","''"
"dspm","data_security_log","dspRespDataClassifications","Array(String)","DEFAULT","[]"
"dspm","data_security_log","dspRespDataLabelIds","Array(String)","DEFAULT","[]"
"dspm","data_security_log","dspRespDataValues","String","DEFAULT","''"
"dspm","data_security_log","dstAssetId","String","DEFAULT","''"
"dspm","data_security_log","dstAssetName","String","DEFAULT","''"
"dspm","data_security_log","dstIp","String","DEFAULT","''"
"dspm","data_security_log","dstPort","Int32","DEFAULT","0"
"dspm","data_security_log","dstRegionId","String","DEFAULT","''"
"dspm","data_security_log","dstSubType","Int32","DEFAULT","0"
"dspm","data_security_log","dstType","Int32","DEFAULT","0"
"dspm","data_security_log","engine","String","DEFAULT","''"
"dspm","data_security_log","engineRuleVersion","String","DEFAULT","''"
"dspm","data_security_log","engineVersion","String","DEFAULT","''"
"dspm","data_security_log","extensions","String","DEFAULT","''"
"dspm","data_security_log","insertTimestamp","Int64","DEFAULT","0"
"dspm","data_security_log","logIds","Array(String)","DEFAULT","[]"
"dspm","data_security_log","proofType","Array(String)","DEFAULT","[]"
"dspm","data_security_log","protocol","String","DEFAULT","''"
"dspm","data_security_log","recordTimestamp","Int64","DEFAULT","0"
"dspm","data_security_log","requestBody","String","DEFAULT","''"
"dspm","data_security_log","requestHead","String","DEFAULT","''"
"dspm","data_security_log","responseBody","String","DEFAULT","''"
"dspm","data_security_log","responseHead","String","DEFAULT","''"
"dspm","data_security_log","riskLevel","Int32","DEFAULT","0"
"dspm","data_security_log","ruleDescription","String","DEFAULT","''"
"dspm","data_security_log","ruleId","String","DEFAULT","''"
"dspm","data_security_log","ruleName","String","DEFAULT","''"
"dspm","data_security_log","srcIp","String","DEFAULT","''"
"dspm","data_security_log","srcIpCity","String","DEFAULT","''"
"dspm","data_security_log","srcIpCountry","String","DEFAULT","''"
"dspm","data_security_log","srcIpProvince","String","DEFAULT","''"
"dspm","data_security_log","srcIpRegionId","String","DEFAULT","''"
"dspm","data_security_log","srcIpTag","Int32","DEFAULT","0"
"dspm","data_security_log","srcPort","Int32","DEFAULT","0"
"dspm","data_security_log","subjectType","Array(String)","DEFAULT","[]"
"dspm","data_security_log","tenant","String","DEFAULT","''"
"dspm","data_security_log","threatClass","Int32","DEFAULT","0"
"dspm","data_security_log","threatSubType","Int32","DEFAULT","0"
"dspm","data_security_log","threatType","Int32","DEFAULT","0"
"dspm","data_security_log","uebaProof","String","DEFAULT","''"
"dspm","data_security_log","uuId","String","DEFAULT","''"
"dspm","data_security_log","v","Int32","DEFAULT","0"
"dspm","data_security_log","white","Int32","DEFAULT","0"
"dspm","data_security_log","xAppId","String","DEFAULT","''"
"dspm","data_security_log","xAppName","String","DEFAULT","''"
"dspm","data_security_log","xUserId","String","DEFAULT","''"
"dspm","data_security_log","xUserName","String","DEFAULT","''"
"dspm","data_security_log","xUserUId","String","DEFAULT","''"
"dspm","data_security_log","xffClientIp","String","DEFAULT","''"
"dspm","data_security_log","xffClientIpCity","String","DEFAULT","''"
"dspm","data_security_log","xffClientIpCountry","String","DEFAULT","''"
"dspm","data_security_log","xffClientIpProvince","String","DEFAULT","''"
"dspm","data_security_log","xffClientIpRegionId","String","DEFAULT","''"
"dspm","data_security_log","xffClientIpTag","Int32","DEFAULT","0"
"dspm","data_security_log_backend","accountId","String","DEFAULT","''"
"dspm","data_security_log_backend","accountName","String","DEFAULT","''"
"dspm","data_security_log_backend","apiId","String","DEFAULT","''"
"dspm","data_security_log_backend","apiName","String","DEFAULT","''"
"dspm","data_security_log_backend","appId","String","DEFAULT","''"
"dspm","data_security_log_backend","appName","String","DEFAULT","''"
"dspm","data_security_log_backend","dspProofKeyData","String","DEFAULT","''"
"dspm","data_security_log_backend","dspReqDataClassifications","Array(String)","DEFAULT","[]"
"dspm","data_security_log_backend","dspReqDataLabelIds","Array(String)","DEFAULT","[]"
"dspm","data_security_log_backend","dspRespDataClassifications","Array(String)","DEFAULT","[]"
"dspm","data_security_log_backend","dspRespDataLabelIds","Array(String)","DEFAULT","[]"
"dspm","data_security_log_backend","dstRegionId","String","DEFAULT","''"
"dspm","data_security_log_backend","engine","String","DEFAULT","''"
"dspm","data_security_log_backend","engineRuleVersion","String","DEFAULT","''"
"dspm","data_security_log_backend","engineVersion","String","DEFAULT","''"
"dspm","data_security_log_backend","extensions","String","DEFAULT","''"
"dspm","data_security_log_backend","insertTimestamp","Int64","DEFAULT","toUnixTimestamp(now())"
"dspm","data_security_log_backend","logIds","Array(String)","DEFAULT","[]"
"dspm","data_security_log_backend","proofType","Array(String)","DEFAULT","[]"
"dspm","data_security_log_backend","recordTimestamp","Int64","",""
"dspm","data_security_log_backend","relateType","UInt8","DEFAULT","0"
"dspm","data_security_log_backend","riskLevel","UInt8","",""
"dspm","data_security_log_backend","ruleDescription","String","",""
"dspm","data_security_log_backend","ruleId","String","",""
"dspm","data_security_log_backend","ruleName","String","",""
"dspm","data_security_log_backend","srcRegionId","String","DEFAULT","''"
"dspm","data_security_log_backend","tenant","String","",""
"dspm","data_security_log_backend","threatClass","Int32","",""
"dspm","data_security_log_backend","threatSubType","Int32","",""
"dspm","data_security_log_backend","threatType","Int32","",""
"dspm","data_security_log_backend","uuId","String","",""
"dspm","data_security_log_backend","v","Int32","",""
"dspm","data_security_log_backend","white","UInt8","DEFAULT","0"
"dspm","data_security_log_backend","xSrcIp","String","DEFAULT","''"
"dspm","data_security_log_backend","xUserId","String","DEFAULT","''"
"dspm","data_security_log_backend","xUserName","String","DEFAULT","''"
"dspm","data_security_log_backend_local","accountId","String","DEFAULT","''"
"dspm","data_security_log_backend_local","accountName","String","DEFAULT","''"
"dspm","data_security_log_backend_local","apiId","String","DEFAULT","''"
"dspm","data_security_log_backend_local","apiName","String","DEFAULT","''"
"dspm","data_security_log_backend_local","appId","String","DEFAULT","''"
"dspm","data_security_log_backend_local","appName","String","DEFAULT","''"
"dspm","data_security_log_backend_local","dspProofKeyData","String","DEFAULT","''"
"dspm","data_security_log_backend_local","dspReqDataClassifications","Array(String)","DEFAULT","[]"
"dspm","data_security_log_backend_local","dspReqDataLabelIds","Array(String)","DEFAULT","[]"
"dspm","data_security_log_backend_local","dspRespDataClassifications","Array(String)","DEFAULT","[]"
"dspm","data_security_log_backend_local","dspRespDataLabelIds","Array(String)","DEFAULT","[]"
"dspm","data_security_log_backend_local","dstRegionId","String","DEFAULT","''"
"dspm","data_security_log_backend_local","engine","String","DEFAULT","''"
"dspm","data_security_log_backend_local","engineRuleVersion","String","DEFAULT","''"
"dspm","data_security_log_backend_local","engineVersion","String","DEFAULT","''"
"dspm","data_security_log_backend_local","extensions","String","DEFAULT","''"
"dspm","data_security_log_backend_local","insertTimestamp","Int64","DEFAULT","toUnixTimestamp(now())"
"dspm","data_security_log_backend_local","logIds","Array(String)","DEFAULT","[]"
"dspm","data_security_log_backend_local","proofType","Array(String)","DEFAULT","[]"
"dspm","data_security_log_backend_local","recordTimestamp","Int64","",""
"dspm","data_security_log_backend_local","relateType","UInt8","DEFAULT","0"
"dspm","data_security_log_backend_local","riskLevel","UInt8","",""
"dspm","data_security_log_backend_local","ruleDescription","String","",""
"dspm","data_security_log_backend_local","ruleId","String","",""
"dspm","data_security_log_backend_local","ruleName","String","",""
"dspm","data_security_log_backend_local","srcRegionId","String","DEFAULT","''"
"dspm","data_security_log_backend_local","tenant","String","",""
"dspm","data_security_log_backend_local","threatClass","Int32","",""
"dspm","data_security_log_backend_local","threatSubType","Int32","",""
"dspm","data_security_log_backend_local","threatType","Int32","",""
"dspm","data_security_log_backend_local","uuId","String","",""
"dspm","data_security_log_backend_local","v","Int32","",""
"dspm","data_security_log_backend_local","white","UInt8","DEFAULT","0"
"dspm","data_security_log_backend_local","xSrcIp","String","DEFAULT","''"
"dspm","data_security_log_backend_local","xUserId","String","DEFAULT","''"
"dspm","data_security_log_backend_local","xUserName","String","DEFAULT","''"
"dspm","data_security_log_local","accountId","String","DEFAULT","''"
"dspm","data_security_log_local","accountName","String","DEFAULT","''"
"dspm","data_security_log_local","apiId","String","DEFAULT","''"
"dspm","data_security_log_local","apiName","String","DEFAULT","''"
"dspm","data_security_log_local","dbAffectRows","Int32","DEFAULT","0"
"dspm","data_security_log_local","dbDataSourceId","String","DEFAULT","''"
"dspm","data_security_log_local","dbDataSourceName","String","DEFAULT","''"
"dspm","data_security_log_local","dbExecStatus","Int32","DEFAULT","0"
"dspm","data_security_log_local","dbIds","Array(String)","DEFAULT","[]"
"dspm","data_security_log_local","dbNames","Array(String)","DEFAULT","[]"
"dspm","data_security_log_local","dbOprCmd","String","DEFAULT","''"
"dspm","data_security_log_local","dbOprSubType","String","DEFAULT","''"
"dspm","data_security_log_local","dbOprType","String","DEFAULT","''"
"dspm","data_security_log_local","dbRespDataValues","String","DEFAULT","''"
"dspm","data_security_log_local","dbTableIds","Array(String)","DEFAULT","[]"
"dspm","data_security_log_local","dbTableNames","Array(String)","DEFAULT","[]"
"dspm","data_security_log_local","dbType","String","DEFAULT","''"
"dspm","data_security_log_local","dspDetectObjectType","String","DEFAULT","''"
"dspm","data_security_log_local","dspProofKeyData","String","DEFAULT","''"
"dspm","data_security_log_local","dspReqDataClassifications","Array(String)","DEFAULT","[]"
"dspm","data_security_log_local","dspReqDataLabelIds","Array(String)","DEFAULT","[]"
"dspm","data_security_log_local","dspReqDataValues","String","DEFAULT","''"
"dspm","data_security_log_local","dspRespDataClassifications","Array(String)","DEFAULT","[]"
"dspm","data_security_log_local","dspRespDataLabelIds","Array(String)","DEFAULT","[]"
"dspm","data_security_log_local","dspRespDataValues","String","DEFAULT","''"
"dspm","data_security_log_local","dstAssetId","String","DEFAULT","''"
"dspm","data_security_log_local","dstAssetName","String","DEFAULT","''"
"dspm","data_security_log_local","dstIp","String","DEFAULT","''"
"dspm","data_security_log_local","dstPort","Int32","DEFAULT","0"
"dspm","data_security_log_local","dstRegionId","String","DEFAULT","''"
"dspm","data_security_log_local","dstSubType","Int32","DEFAULT","0"
"dspm","data_security_log_local","dstType","Int32","DEFAULT","0"
"dspm","data_security_log_local","engine","String","DEFAULT","''"
"dspm","data_security_log_local","engineRuleVersion","String","DEFAULT","''"
"dspm","data_security_log_local","engineVersion","String","DEFAULT","''"
"dspm","data_security_log_local","extensions","String","DEFAULT","''"
"dspm","data_security_log_local","insertTimestamp","Int64","DEFAULT","0"
"dspm","data_security_log_local","logIds","Array(String)","DEFAULT","[]"
"dspm","data_security_log_local","proofType","Array(String)","DEFAULT","[]"
"dspm","data_security_log_local","protocol","String","DEFAULT","''"
"dspm","data_security_log_local","recordTimestamp","Int64","DEFAULT","0"
"dspm","data_security_log_local","requestBody","String","DEFAULT","''"
"dspm","data_security_log_local","requestHead","String","DEFAULT","''"
"dspm","data_security_log_local","responseBody","String","DEFAULT","''"
"dspm","data_security_log_local","responseHead","String","DEFAULT","''"
"dspm","data_security_log_local","riskLevel","Int32","DEFAULT","0"
"dspm","data_security_log_local","ruleDescription","String","DEFAULT","''"
"dspm","data_security_log_local","ruleId","String","DEFAULT","''"
"dspm","data_security_log_local","ruleName","String","DEFAULT","''"
"dspm","data_security_log_local","srcIp","String","DEFAULT","''"
"dspm","data_security_log_local","srcIpCity","String","DEFAULT","''"
"dspm","data_security_log_local","srcIpCountry","String","DEFAULT","''"
"dspm","data_security_log_local","srcIpProvince","String","DEFAULT","''"
"dspm","data_security_log_local","srcIpRegionId","String","DEFAULT","''"
"dspm","data_security_log_local","srcIpTag","Int32","DEFAULT","0"
"dspm","data_security_log_local","srcPort","Int32","DEFAULT","0"
"dspm","data_security_log_local","subjectType","Array(String)","DEFAULT","[]"
"dspm","data_security_log_local","tenant","String","DEFAULT","''"
"dspm","data_security_log_local","threatClass","Int32","DEFAULT","0"
"dspm","data_security_log_local","threatSubType","Int32","DEFAULT","0"
"dspm","data_security_log_local","threatType","Int32","DEFAULT","0"
"dspm","data_security_log_local","uebaProof","String","DEFAULT","''"
"dspm","data_security_log_local","uuId","String","DEFAULT","''"
"dspm","data_security_log_local","v","Int32","DEFAULT","0"
"dspm","data_security_log_local","white","Int32","DEFAULT","0"
"dspm","data_security_log_local","xAppId","String","DEFAULT","''"
"dspm","data_security_log_local","xAppName","String","DEFAULT","''"
"dspm","data_security_log_local","xUserId","String","DEFAULT","''"
"dspm","data_security_log_local","xUserName","String","DEFAULT","''"
"dspm","data_security_log_local","xUserUId","String","DEFAULT","''"
"dspm","data_security_log_local","xffClientIp","String","DEFAULT","''"
"dspm","data_security_log_local","xffClientIpCity","String","DEFAULT","''"
"dspm","data_security_log_local","xffClientIpCountry","String","DEFAULT","''"
"dspm","data_security_log_local","xffClientIpProvince","String","DEFAULT","''"
"dspm","data_security_log_local","xffClientIpRegionId","String","DEFAULT","''"
"dspm","data_security_log_local","xffClientIpTag","Int32","DEFAULT","0"
